customer_id,borrower_age,employment_type,employment_tenure_years,residence_years,marital_status,dependents_count,monthly_gross_income,net_disposable_income,income_variability_flag,existing_emi_obligation,debt_to_income_ratio,avg_savings_balance,loan_amount,loan_tenure_months,interest_rate,emi_amount,loan_type,loan_vintage_months,current_dpd,past_delinquency_count,max_dpd_12m,on_time_payment_ratio,missed_payment_count,partial_payment_flag,auto_debit_bounce_count,days_since_last_payment,rolling_dpd_trend,payment_volatility_score,emi_stress_ratio,delinquency_acceleration,payment_regularity_score,bounce_frequency_ratio,recovery_lag_days,outstanding_balance_ratio,utilization_shock_flag,repayment_fatigue_index,exposure_concentration_score,behavioral_risk_score
BW22741280,60,Self_Employed,13.3,1.5,Married,2,152798.33,75643.77,1,20147.63,0.132,461009.82,908096.59,12,18.22,83349.4,Auto_Loan,71,0,0,90,0.75,0,0,0,16,0,0.492,1.102,-15,0.47,0,0,0.99,1,0,0.646,0.454
TO16369983,50,Salaried,11.4,17.8,Married,0,159810.7,101033.78,0,23555.32,0.147,426926.42,921123.06,12,19.25,84997.49,Credit_Card,14,60,1,90,0.79,0,0,0,0,20,0.389,0.841,30,1,0,33,0.926,1,0,0.458,0.483
NV11698414,43,Gig,2.3,17,Single,1,81856.5,39161.3,1,17058.3,0.208,485964.56,349572.47,48,11.87,9183.29,Personal_Loan,16,60,0,90,0.67,0,0,0,63,20,0.495,0.234,30,0,0,57,0.994,1,0,0.19,0.327
OQ42197362,58,Salaried,4.6,15,Married,2,99429.08,46441.81,0,26798.98,0.27,11434.54,617539.45,48,24.08,20160.24,Auto_Loan,45,0,1,0,0.89,2,1,0,60,0,0.074,0.434,0,0,0,0,0.704,0,0.043,0.646,0.149
VS72827059,60,Gig,9.5,22.3,Single,3,134718.76,81017.79,1,13393.85,0.099,341868.5,378968.21,60,18.13,9650.12,Credit_Card,62,0,0,60,0.85,3,1,0,62,0,0.26,0.119,-30,0,0,0,0.58,0,0.048,0.614,0.101
OO03277356,30,Salaried,15.1,14.7,Single,1,140832.65,85531.39,0,40543.15,0.288,276307.51,568432.67,48,25.92,19140.44,Personal_Loan,47,0,0,0,0.77,0,0,2,38,0,0.191,0.224,0,0,2,0,0.43,0,0,0.545,0.615
DO82242295,23,Salaried,2.3,22.6,Single,2,141314.91,66322.21,0,34377.36,0.243,450120.6,200091.05,24,19.11,10097.01,Auto_Loan,67,0,0,30,0.92,0,0,0,4,0,0.058,0.152,0,0.87,0,0,0.451,0,0,0.241,0.06
MN56058992,63,Salaried,16.2,6.7,Married,1,139853.85,67909.66,0,19115.16,0.137,350591.71,344476.26,24,14.18,16568.61,Personal_Loan,35,0,0,30,0.95,1,0,0,24,0,0.052,0.244,0,0.2,0,0,0.797,0,0.028,0.21,0.086
BC52539337,40,Salaried,19.9,19.6,Married,1,152999.3,99598.69,0,32042.91,0.209,112122.32,979493.8,36,11.39,32248.58,Personal_Loan,24,0,0,30,0.82,1,0,0,15,0,0.411,0.324,-30,0.5,0,0,0.814,0,0.04,0.693,0.2
RJ60963794,39,Self_Employed,11.5,20.8,Married,4,40951.31,21873.78,1,11648.26,0.284,242018.44,490408.86,24,12.41,23179.26,Credit_Card,35,0,1,90,0.94,0,0,0,65,0,0.313,1.06,-30,0,0,0,0.953,1,0,0.389,0.396
YM76097696,42,Salaried,3.6,8.5,Married,2,165715.96,93653.04,0,11269.41,0.068,427095.67,637297.54,48,22.63,20297.35,Credit_Card,36,0,0,60,0.95,0,0,0,61,0,0.266,0.217,0,0,0,0,0.227,0,0,0.383,0.132
QN03157836,35,Gig,4.3,7.1,Married,0,166828.53,76863.25,1,5724.55,0.034,39253.92,354990.84,36,19.56,13113.28,Personal_Loan,60,0,0,0,0.97,0,1,0,64,0,0.49,0.171,-15,0,0,0,0.717,0,0,0.196,0.174
RL64191812,30,Salaried,2.9,8.3,Single,2,134077.53,83166.38,0,3753.26,0.028,59079.07,483829.11,48,23.8,15720.27,Auto_Loan,27,0,1,30,0.87,0,0,0,39,0,0.179,0.189,-30,0,0,0,0.742,0,0,0.296,0.101
YL09723390,57,Salaried,0.6,6,Married,2,160956.56,103848.98,0,10985.88,0.068,458457.43,932715.58,12,19.12,86009.3,Credit_Card,54,15,3,30,0.86,1,0,0,33,5,0.427,0.828,15,0,0,43,0.314,0,0.018,0.623,0.388
KD89826833,42,Salaried,12.6,8.4,Married,2,196726.71,125619.32,0,59240.73,0.301,361860.73,930374.68,24,13.69,44533.84,Auto_Loan,69,0,0,0,0.73,0,0,0,54,0,0.069,0.355,-30,0,0,0,0.684,0,0,0.88,0.124
LY47056702,64,Self_Employed,12.4,2.7,Single,0,186143.43,125860.28,1,4449.81,0.024,486876.48,760301.46,12,13.79,68190.17,Personal_Loan,1,0,0,30,0.76,0,0,0,15,0,0.155,0.542,-30,0.5,0,0,0.848,0,0,0.369,0.201
TP01866906,27,Salaried,15.7,20.9,Single,0,143062.19,98448.97,0,30213.36,0.211,393292.79,408101.22,36,11.49,13455.61,Personal_Loan,1,0,2,60,0.93,1,0,1,70,0,0.136,0.137,-30,0,0.5,0,0.771,0,0.5,0.537,0.2
RV39363423,30,Gig,0.5,1.7,Married,2,181806.91,93835.18,1,27222.94,0.15,395045.62,637928.63,60,18.45,16355.76,Credit_Card,7,30,2,90,0.66,0,0,0,11,10,0.087,0.174,15,0.63,0,14,0.566,0,0,0.637,0.141
ST16543172,33,Gig,16.1,24.1,Married,2,120756.34,67120.83,1,46773.64,0.387,447396.4,186802.77,60,26,5592.96,Personal_Loan,68,0,1,90,0.95,1,0,0,48,0,0.547,0.083,0,0,0,0,0.831,0,0.014,0.159,0.162
SH36650388,33,Self_Employed,4.6,9.2,Married,2,65152.14,30009.62,1,49892.32,0.766,415044.62,413012.47,60,22.36,11491.65,Personal_Loan,4,15,3,30,0.9,0,0,1,26,5,0.33,0.383,-15,0.13,1,39,0.723,0,0,0.327,0.481
RI16349098,62,Gig,15.9,3.7,Married,4,40786.06,28316.58,1,45196.9,1.108,317761.63,611115.55,60,23.26,17319.05,Personal_Loan,32,0,1,60,0.81,0,0,0,15,0,0.092,0.612,-30,0.5,0,0,0.37,0,0,0.722,0.207
KW30395974,58,Gig,4.4,7.5,Married,0,173383.2,90032.71,1,20012.13,0.115,87630.37,575487.41,36,21.24,21752.51,Credit_Card,61,0,1,0,0.92,1,0,0,64,0,0.075,0.242,-15,0,0,0,0.353,0,0.016,0.36,0.091
SC53330726,37,Salaried,13.3,15.9,Single,0,65055.18,36322.4,0,11243.06,0.173,93530.45,596003.12,36,18.39,21663.72,Credit_Card,43,0,1,60,0.87,0,0,0,55,0,0.444,0.596,-15,0,0,0,0.246,0,0,0.365,0.29
JU29365320,39,Salaried,5.9,18.7,Married,2,155044.54,101140.31,0,41766.55,0.269,194231.8,424397.22,36,13.27,14354.87,Personal_Loan,20,0,2,0,0.95,1,0,1,28,0,0.057,0.142,-15,0.07,0.5,0,0.614,0,0.048,0.286,0.182
DI06458934,52,Self_Employed,2.6,2.3,Married,3,167269.42,108790.29,1,42949.32,0.257,471659.28,456371.22,48,19.97,13880.25,Auto_Loan,40,0,1,30,0.9,1,0,1,3,0,0.499,0.128,-15,0.9,0.5,0,0.805,0,0.024,0.376,0.288
JW44788001,59,Gig,8.4,20.5,Married,3,107694.49,72905.28,1,51281.68,0.476,140380.12,473579.92,36,23.98,18574.92,Credit_Card,69,0,1,90,0.96,1,0,0,43,0,0.354,0.255,-15,0,0,0,0.369,0,0.014,0.349,0.165
IQ61200262,45,Salaried,18.8,2,Single,0,48946.7,30601.36,0,53543.77,1.094,170497.45,412696.77,48,20.53,12675.34,Credit_Card,1,0,1,30,0.82,0,0,1,6,0,0.064,0.414,-15,0.8,1,0,0.603,0,0,0.362,0.39
NH20422983,63,Gig,19.5,19.7,Married,2,174986.6,118632.91,1,8268.86,0.047,44308.02,866490.13,24,16.82,42766.33,Credit_Card,6,0,0,60,0.77,1,0,2,6,0,0.148,0.36,-30,0.8,1,0,0.584,0,0.143,0.873,0.395
FY77803726,21,Salaried,17.8,12.4,Single,4,101700.66,62764.3,0,58131.23,0.572,438849.39,964456.68,24,24.9,51426.14,Personal_Loan,2,0,1,0,0.72,1,0,0,3,0,0.337,0.819,-30,0.9,0,0,0.304,0,0.333,0.656,0.33
LP76262317,55,Self_Employed,14.4,7.8,Married,1,72178.6,33806.05,1,26748.49,0.371,415274.35,563394.34,60,17.35,14108.05,Credit_Card,6,0,0,90,0.83,1,1,2,7,0,0.446,0.417,0,0.77,1,0,0.839,0,0.143,0.279,0.487
PT63804401,44,Salaried,19.9,2.7,Single,1,179618.42,82096.62,0,10842.52,0.06,18918.61,444753.55,24,22.56,23196.17,Credit_Card,2,0,2,60,0.92,1,0,0,71,0,0.121,0.283,-30,0,0,0,0.794,0,0.333,0.626,0.115
MZ58408921,62,Salaried,6.9,5.5,Single,3,107130.07,61741.22,0,7799.96,0.073,396055.69,61230.85,36,21.44,2320.73,Personal_Loan,59,0,2,30,0.73,0,0,1,18,0,0.052,0.038,-30,0.4,1,0,0.574,0,0,0.109,0.274
EN82396475,63,Salaried,19.9,22.5,Single,1,118324.21,68301.05,0,32024.16,0.271,474907.59,399171.73,60,23.76,11427.82,Personal_Loan,24,0,1,60,0.84,0,0,1,10,0,0.46,0.167,-15,0.67,1,0,0.961,1,0,0.788,0.415
ZI34590391,32,Salaried,3.5,12.1,Single,1,188772.8,126480.76,0,51759,0.274,71930.92,854899.08,12,18.6,78621.46,Credit_Card,14,60,1,60,0.91,1,0,0,64,20,0.533,0.622,60,0,0,40,0.496,0,0.067,0.483,0.453
ZH34682855,51,Salaried,19.3,9.2,Married,0,103603.09,66903.75,0,24484.84,0.236,155581.86,703527.92,48,18.47,20839.32,Personal_Loan,19,15,0,90,0.86,1,0,0,40,5,0.078,0.311,0,0,0,43,0.453,0,0.05,0.722,0.146
SY53171956,41,Salaried,19.6,12.3,Single,2,173965.96,96874.4,0,52480.03,0.302,50839.66,152778.22,12,12.61,13617.8,Credit_Card,45,30,1,30,0.68,0,0,3,19,10,0.42,0.141,15,0.37,3,57,0.871,1,0,0.167,0.964
WG15528015,29,Salaried,1.9,17.2,Single,3,107894.05,52337.67,0,20312.64,0.188,188732.16,640783.43,36,22.67,24694.47,Credit_Card,25,0,0,60,0.67,0,0,0,63,0,0.461,0.472,-15,0,0,0,0.756,0,0,0.372,0.257
PL10383791,53,Gig,5.1,20,Married,2,93543.69,52476.52,1,53444.5,0.571,314516.21,603385.09,12,25.7,57553.42,Personal_Loan,57,0,1,90,0.91,1,0,0,47,0,0.095,1.097,-30,0,0,0,0.323,0,0.017,0.548,0.353
PR48544253,29,Self_Employed,1.5,12.2,Single,4,90788.31,54963.81,1,6680.61,0.074,311518.6,333189.29,36,17.9,12028.88,Credit_Card,48,0,1,90,0.81,0,0,0,26,0,0.297,0.219,-30,0.13,0,0,0.682,0,0,0.199,0.14
SA89214129,34,Self_Employed,5.4,10.1,Married,0,82360.7,41000.52,1,10591.53,0.129,54640.77,473470.31,36,25.42,18930.43,Personal_Loan,28,0,0,0,0.7,0,0,0,2,0,0.415,0.462,0,0.93,0,0,0.66,0,0,0.599,0.242
OJ89845343,33,Salaried,10.9,7.1,Single,2,123456,84560.62,0,19414.53,0.157,284308.67,951990.02,12,12.14,84645.52,Auto_Loan,20,0,0,60,0.73,0,0,0,45,0,0.111,1.001,-15,0,0,0,0.331,0,0,0.419,0.328
HX34547068,28,Salaried,9,23,Married,2,194914.03,132952.85,0,4940.61,0.025,422154.06,828809.86,48,25.63,27772.98,Credit_Card,50,0,0,60,0.74,2,0,0,31,0,0.228,0.209,-30,0,0,0,0.878,1,0.039,0.583,0.12
HH00200195,43,Gig,1.9,8.2,Married,3,195119.85,107167.98,1,5802.25,0.03,344146.32,995722.24,48,14.16,27289.57,Personal_Loan,54,0,4,30,0.83,1,0,1,58,0,0.12,0.255,0,0,0.5,0,0.911,1,0.018,0.67,0.232
VG00682929,44,Salaried,5.8,22.3,Married,2,147793.92,70793.93,0,29875.63,0.202,402216.83,61452.45,60,25.38,1817.43,Personal_Loan,25,0,1,60,0.79,1,0,1,48,0,0.203,0.026,-30,0,0.5,0,0.736,0,0.038,0.057,0.184
GS40778215,50,Salaried,6,3.9,Single,1,56251.73,32779.06,0,53439.07,0.95,426470.33,132411.22,36,13.77,4510.72,Credit_Card,14,90,2,90,0.78,0,1,0,32,30,0.306,0.138,60,0,0,52,0.719,0,0,0.269,0.318
DQ87943078,49,Self_Employed,10.1,16.2,Married,0,31948.09,19360.44,1,57390.36,1.796,58928.07,349752.04,36,21.34,13238.07,Personal_Loan,6,0,0,90,0.66,0,0,0,32,0,0.305,0.684,-15,0,0,0,0.861,1,0,0.602,0.281
HH22578298,22,Self_Employed,14.2,5.9,Single,4,28927.11,16967.26,1,45083.26,1.559,26963.54,653688.09,60,19.52,17144.61,Personal_Loan,1,0,3,0,1,1,0,0,65,0,0.244,1.01,0,0,0,0,0.69,0,0.5,0.341,0.364
SF14918223,57,Self_Employed,13.8,8.4,Married,2,34370.11,23978.33,1,54242.57,1.578,150045.54,79323.2,48,13.44,2145.41,Personal_Loan,59,0,0,60,0.87,0,0,0,31,0,0.089,0.089,-30,0,0,0,0.352,0,0,0.087,0.049
KB70926598,55,Gig,14.1,24.1,Married,2,189199.6,90091.73,1,21383.64,0.113,134930.85,960877.86,60,23.68,27464.32,Auto_Loan,51,0,0,90,0.79,1,1,1,5,0,0.373,0.305,-15,0.83,0.5,0,0.707,0,0.019,0.767,0.31
IS05067733,39,Self_Employed,11.5,11.5,Single,2,184053.43,93970.83,1,23124.95,0.126,169740.01,429602.2,48,10.76,11053.29,Auto_Loan,57,0,2,60,0.7,1,0,0,26,0,0.122,0.118,-30,0.13,0,0,0.905,1,0.017,0.335,0.066
AK54261995,43,Salaried,8.1,5.2,Single,4,149615.55,69574.41,0,10388.41,0.069,63836.36,547864.62,48,24.3,17952.38,Personal_Loan,50,0,2,0,0.88,0,0,0,65,0,0.424,0.258,-15,0,0,0,0.459,0,0,0.794,0.183
NX80224933,26,Salaried,1.7,21.3,Married,1,176252.61,114868.07,0,30858.79,0.175,281069.78,296696.09,60,20.13,7882.11,Auto_Loan,58,0,2,60,0.67,0,0,1,71,0,0.257,0.069,0,0,1,0,0.978,1,0,0.245,0.335
BE12124310,30,Gig,11.3,14,Single,0,150320.7,82966.85,1,28636.73,0.191,384514.82,948598.32,12,15.01,85623.36,Personal_Loan,36,0,1,90,0.91,2,0,1,8,0,0.169,1.032,0,0.73,0.333,0,0.255,0,0.054,0.713,0.435
TQ42326153,49,Salaried,17.9,11.1,Married,2,133518.18,75546.68,0,53626.91,0.402,85738.37,143057.95,24,16.94,7068.99,Credit_Card,9,0,0,30,0.86,1,0,3,69,0,0.402,0.094,-30,0,1.5,0,0.379,0,0.1,0.114,0.504
BG16869892,49,Gig,14.8,21.2,Single,0,44093,30429.82,1,14869.59,0.337,144058.11,99145.73,60,12.64,2237.64,Auto_Loan,44,0,0,0,0.94,0,0,0,54,0,0.339,0.074,-15,0,0,0,0.411,0,0,0.088,0.107
OP70008509,64,Self_Employed,2.7,6.6,Single,2,66624.84,35668.38,1,47601.34,0.714,117153.95,534868.46,60,21.53,14629.91,Personal_Loan,38,15,0,90,0.78,0,0,1,72,5,0.409,0.41,0,0,1,21,0.312,0,0,0.525,0.509
MD79423964,28,Salaried,1,18.2,Married,3,154549.69,96880.35,0,21692.66,0.14,457427.63,100848.29,48,14.56,2784.24,Credit_Card,28,60,3,60,0.74,0,0,0,39,20,0.532,0.029,30,0,0,35,0.398,0,0,0.163,0.275
MY27838995,28,Salaried,1.7,21.5,Single,1,34591.77,19683.81,0,43476.97,1.257,307250.86,104985.18,24,10.22,4855.2,Personal_Loan,29,15,3,30,0.96,0,0,1,68,5,0.481,0.247,0,0,1,21,0.585,0,0,0.117,0.478
MJ49498576,63,Salaried,7.1,17.3,Married,3,57074.3,28824.03,0,6416.41,0.112,432199.49,633116.49,12,10.98,55949.98,Personal_Loan,62,0,0,0,0.86,0,0,0,60,0,0.125,1.941,0,0,0,0,0.603,0,0,0.582,0.614
KM18249949,33,Salaried,15,17.2,Married,1,92136.16,46462.25,0,52881.97,0.574,434981.14,655986.65,36,17.7,23616.88,Auto_Loan,18,0,0,60,0.86,2,0,0,71,0,0.109,0.508,-15,0,0,0,0.819,0,0.105,0.728,0.18
AT74443579,33,Salaried,13.7,1.4,Married,4,118298.66,77508.26,0,47820.58,0.404,212019.17,688044.12,48,17.64,20082.09,Credit_Card,64,0,2,0,0.77,0,1,1,49,0,0.181,0.259,-15,0,1,0,0.657,0,0,0.374,0.373
XW95953028,27,Self_Employed,5.9,18.9,Married,2,89170.33,61167.05,1,37635.12,0.422,34343.32,974992.53,36,10.57,31721.83,Credit_Card,3,0,2,90,0.95,1,0,0,20,0,0.453,0.519,0,0.33,0,0,0.966,1,0.25,0.741,0.269
GP50640328,23,Salaried,6.4,22.3,Single,1,183677.05,109021.96,0,22671.25,0.123,425920.47,187195.51,24,23.17,9819.85,Credit_Card,33,15,1,60,0.81,1,0,0,58,5,0.408,0.09,0,0,0,38,0.274,0,0.029,0.324,0.162
AK26184490,63,Salaried,2.1,11.1,Married,3,71659.46,36914.62,0,46436.25,0.648,200939.63,686628.11,48,20.81,21191.81,Personal_Loan,53,15,0,90,0.92,2,0,0,19,5,0.158,0.574,0,0.37,0,15,0.404,0,0.037,0.761,0.245
JJ23262505,61,Salaried,16.6,7.3,Married,1,34555.36,19504.2,0,49226.32,1.425,422588.95,255100.14,60,13,5804.31,Auto_Loan,59,15,1,60,0.74,1,0,0,17,5,0.153,0.298,0,0.43,0,21,0.406,0,0.017,0.325,0.161
DU99000985,51,Self_Employed,19.4,11,Single,0,193300.29,89899.92,1,20243.86,0.105,420191,295216.84,48,13.19,7947.8,Auto_Loan,71,0,0,60,0.98,0,0,0,0,0,0.352,0.088,0,1,0,0,0.721,0,0,0.189,0.114
XX48088792,53,Salaried,5.7,1.8,Married,0,189355.58,127866.35,0,44950.39,0.237,490943.79,328817.77,12,15.76,29796.59,Auto_Loan,20,60,1,90,0.79,0,0,1,47,20,0.446,0.233,30,0,1,55,0.499,0,0,0.235,0.565
XI21241353,59,Self_Employed,8.8,14.9,Single,4,103775.23,65394.92,1,26641.35,0.257,27009.04,560436.64,48,13.66,15219.35,Credit_Card,24,0,1,0,0.66,0,0,0,73,0,0.119,0.233,-30,0,0,0,0.281,0,0,0.371,0.1
WR58025601,26,Salaried,11.4,4.6,Single,4,177325.53,97921.03,0,52016.62,0.293,11582.69,798029.51,12,16.53,72606.2,Personal_Loan,26,0,0,30,0.81,2,0,2,46,0,0.183,0.741,0,0,0.667,0,0.274,0,0.074,0.365,0.435
MC81056233,60,Salaried,5.5,9.7,Married,3,56955.98,33995.15,0,46364.08,0.814,22103.1,58799.07,12,21.18,5480.08,Credit_Card,5,15,2,30,0.79,3,0,0,22,5,0.549,0.161,0,0.27,0,27,0.444,0,0.5,0.054,0.219
LB97180218,24,Salaried,10.5,1,Married,3,73995.45,43201.02,0,43948.87,0.594,373506.86,281741.24,12,20.04,26104.35,Credit_Card,62,0,0,90,0.79,0,0,1,60,0,0.051,0.604,0,0,1,0,0.45,0,0,0.178,0.444
ZE80725338,40,Salaried,15.9,11.9,Married,2,184389.62,92530.98,0,23422.01,0.127,190880.51,644477.56,36,11.49,21249.23,Credit_Card,34,0,0,0,0.99,1,1,0,69,0,0.186,0.23,-30,0,0,0,0.881,1,0.029,0.359,0.116
VA91330647,27,Self_Employed,14.2,20.9,Single,4,91122.6,58088.2,1,58606.79,0.643,398985.32,534132.01,36,10.45,17348.01,Personal_Loan,17,0,0,90,0.74,2,0,0,3,0,0.402,0.299,0,0.9,0,0,0.863,1,0.111,0.359,0.19
MM00829352,50,Gig,19.3,21.3,Single,4,40223.66,24232.24,1,30088.8,0.748,373705.27,991948.98,36,25.76,39839.53,Credit_Card,21,0,0,0,0.8,0,1,0,29,0,0.27,1.644,-15,0.03,0,0,0.765,0,0,0.51,0.561
AW75281390,60,Salaried,5.9,22.2,Married,4,172207.43,108925.75,0,31192,0.181,41898.69,217381.82,12,18.18,19948.19,Credit_Card,60,0,0,90,0.84,0,1,0,64,0,0.32,0.183,0,0,0,0,0.916,1,0,0.222,0.135
IB02050595,59,Salaried,12.6,21.3,Married,4,131575.38,79048.67,0,36454.34,0.277,415376.69,949447.61,12,22.57,89123.62,Credit_Card,41,0,1,90,0.73,0,0,0,51,0,0.158,1.127,-15,0,0,0,0.463,0,0,0.782,0.378
FR48271728,59,Self_Employed,10.8,23.4,Single,1,103332.07,71809.51,1,38046.1,0.368,124877.29,337479.18,48,20.49,10357.93,Credit_Card,56,0,2,30,0.88,1,0,0,60,0,0.29,0.144,-30,0,0,0,0.444,0,0.018,0.253,0.116
FX78747968,33,Salaried,2.9,17.1,Married,0,190167.55,100220.7,0,52206.88,0.275,360772.68,105438.12,12,18.3,9681.63,Credit_Card,33,90,1,90,0.97,0,0,0,6,30,0.35,0.097,90,0.8,0,18,0.27,0,0,0.079,0.317
YX01089818,26,Salaried,1.3,21,Single,4,134028.41,81177.27,0,20393.14,0.152,352256.22,520821.89,12,13.63,46672.47,Personal_Loan,28,0,0,60,0.89,0,0,1,62,0,0.194,0.575,0,0,1,0,0.692,0,0,0.776,0.471
DV12551134,40,Self_Employed,2.8,24.8,Married,0,28395.33,17523.66,1,11715.14,0.413,137961.48,695532.49,60,24.76,20317.05,Credit_Card,54,0,2,30,0.68,1,0,1,35,0,0.189,1.159,0,0,0.5,0,0.261,0,0.018,0.793,0.52
QH43646272,21,Self_Employed,4.2,8.2,Single,4,98330.63,63214.28,1,15926.24,0.162,164128.22,907801.77,12,15.72,82245.4,Credit_Card,7,0,0,90,0.88,0,0,0,24,0,0.354,1.301,-30,0.2,0,0,0.24,0,0,0.758,0.479
VA83509891,28,Gig,10.8,9,Married,4,179297.74,117427.35,1,41699.27,0.233,334092.84,277892.36,60,21.52,7599.44,Personal_Loan,54,0,3,30,0.84,0,1,0,52,0,0.14,0.065,-15,0,0,0,0.48,0,0,0.655,0.055
YT90344774,44,Salaried,5.4,5.4,Married,1,52486.99,31235.11,0,59365.44,1.131,410419.95,806359.39,12,18.24,74019.16,Credit_Card,8,0,0,60,0.74,0,0,1,53,0,0.419,2.37,-30,0,1,0,0.519,0,0,0.631,1.066
KZ39279709,43,Gig,11.4,3.6,Single,4,108430.43,64427.37,1,4276.81,0.039,283479.71,187575.1,36,10.06,6057.81,Auto_Loan,68,30,2,30,0.99,0,0,0,7,10,0.136,0.094,30,0.77,0,12,0.823,0,0,0.113,0.129
CA48213699,49,Gig,18.6,9.4,Married,0,49622.23,28560.83,1,26282.22,0.53,241484.43,144433.41,60,22.02,3990.74,Personal_Loan,31,0,0,0,0.92,0,0,0,4,0,0.122,0.14,0,0.87,0,0,0.758,0,0,0.338,0.073
GG93629550,27,Gig,14.1,3.6,Single,0,33127.08,15892.46,1,51742.33,1.562,487686.13,969250.61,36,23.59,37818.13,Credit_Card,11,30,1,90,0.89,0,0,0,18,10,0.237,2.38,0,0.4,0,26,0.928,1,0,0.686,0.84
RX72289313,35,Salaried,4.8,4.9,Married,0,130322.33,74760,0,45295.37,0.348,134871.17,125289.34,24,12.83,5946.48,Credit_Card,23,0,1,0,0.98,1,0,0,26,0,0.373,0.08,-15,0.13,0,0,0.757,0,0.042,0.484,0.117
UZ92569845,63,Salaried,3,5.4,Married,4,63485.56,39827.46,0,10502.24,0.165,227481.27,982922.71,48,17.04,28382.62,Personal_Loan,21,0,1,0,0.89,2,0,0,64,0,0.395,0.713,0,0,0,0,0.237,0,0.091,0.51,0.313
FX89776280,41,Salaried,9.5,5,Married,3,45121.73,29611.8,0,33173.32,0.735,168162.16,99466.23,48,25.3,3314.68,Personal_Loan,57,0,2,30,0.68,0,0,1,15,0,0.461,0.112,-15,0.5,1,0,0.993,1,0,0.064,0.399
RR25972050,43,Salaried,18.8,24.5,Married,4,116872.3,78483.78,0,59041.2,0.505,148503.97,474345.29,24,16.22,23275.31,Personal_Loan,12,0,0,90,0.95,0,0,0,20,0,0.547,0.297,-30,0.33,0,0,0.919,1,0,0.24,0.226
IB00453948,45,Salaried,7,11.1,Married,1,113032.75,54500.1,0,13893.58,0.123,382684.13,245293.82,48,21.34,7640.62,Credit_Card,31,0,2,0,0.75,1,0,2,4,0,0.164,0.14,-30,0.87,1,0,0.278,0,0.031,0.502,0.333
JV86265899,61,Gig,9.6,16,Single,2,25881.27,14251.23,1,47799.59,1.847,127874.38,567150.87,36,15.31,19746.68,Auto_Loan,19,15,0,30,0.99,1,0,3,48,5,0.299,1.386,-15,0,1.5,20,0.658,0,0.05,0.521,0.899
AT34427187,57,Gig,14.6,1,Single,3,184476.39,97420.35,1,18501.51,0.1,180348.27,523787.99,60,23.64,14959.06,Personal_Loan,22,15,0,15,0.67,0,0,1,25,5,0.215,0.154,-15,0.17,1,11,0.412,0,0,0.388,0.383
GX49737240,51,Salaried,5.3,24.6,Single,1,76034.3,48831.41,0,11708.66,0.154,226803.57,756165.1,12,11.85,67131.3,Personal_Loan,12,0,0,90,0.9,1,0,0,31,0,0.086,1.375,0,0,0,0,0.632,0,0.077,0.526,0.434
ZD74049539,42,Gig,8.9,20.6,Single,2,55185.63,34566.43,1,54837.16,0.994,67110.88,660083,24,18.75,33193.75,Personal_Loan,11,0,2,0,0.93,1,0,0,63,0,0.159,0.96,-15,0,0,0,0.926,1,0.083,0.316,0.328
TA71373049,58,Salaried,15,5.1,Married,4,166339.6,114294.68,0,6062.86,0.036,268348.23,367280.57,24,21.44,18952.42,Personal_Loan,71,0,1,90,0.72,0,0,1,22,0,0.414,0.166,-15,0.27,1,0,0.933,1,0,0.58,0.403
BZ34412147,28,Salaried,12.9,9.3,Married,2,41057.45,21198.19,0,54372.83,1.324,325843.48,401868.61,24,22.59,20965.48,Personal_Loan,56,0,2,30,0.94,1,0,0,53,0,0.521,0.989,-30,0,0,0,0.784,0,0.018,0.228,0.427
KN88097903,51,Salaried,13.9,3.8,Married,0,85202.08,47348.05,0,40195.24,0.472,100574.41,242435.74,12,19.1,22353.62,Personal_Loan,2,30,0,30,0.89,2,0,0,64,10,0.439,0.472,15,0,0,20,0.909,1,0.667,0.201,0.318
FF83142708,48,Gig,14.9,21.4,Single,2,93169.24,47865.74,1,42135.12,0.452,177684.22,120013.72,12,20.81,11163.99,Auto_Loan,65,0,0,90,0.93,2,0,0,20,0,0.123,0.233,-30,0.33,0,0,0.529,0,0.03,0.088,0.101
RF13758962,31,Salaried,15.4,5.1,Married,2,187682.74,118332.71,0,21196.15,0.113,46728.61,754919.12,60,24.38,21884.32,Personal_Loan,66,0,0,90,1,0,0,0,4,0,0.321,0.185,0,0.87,0,0,0.37,0,0,0.506,0.136
AF86649978,41,Self_Employed,13.5,5.2,Single,1,169180.84,98249.2,1,22406.23,0.132,449405.84,301349.92,12,14.64,27148.17,Auto_Loan,59,60,1,90,0.9,0,0,0,71,20,0.27,0.276,60,0,0,40,0.316,0,0,0.186,0.284
JM12657627,43,Salaried,2.7,4.4,Married,1,125029.73,74919.01,0,6303.3,0.05,123017.98,391733.35,60,25.4,11589.94,Credit_Card,44,0,0,0,0.96,0,0,0,0,0,0.184,0.155,-15,1,0,0,0.449,0,0,0.294,0.092
TR83259013,36,Salaried,17.7,6,Married,4,155644.2,103308.47,0,46354.58,0.298,69745.01,711681.48,48,17.79,20827.63,Credit_Card,39,0,2,30,0.67,0,0,0,16,0,0.46,0.202,-30,0.47,0,0,0.397,0,0,0.867,0.176
